Unit ID,Rarity,Name,Health,Knockbacks,Speed,Attack,DPS,A. Type,A. Frequency,Foreswing,Range,Cost,Recharge,Abilities
397-2,超激レア,古龍王ガングリオン,"10,000",4,40,"7,500",748,範囲,301,84,300,"5,400",3946,"対 エイリアン ゾンビ めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 遠方範囲攻撃（200～550）"
397-3,超激レア,古龍皇帝ガングリオン,"15,000",6,40,"7,500",748,範囲,301,84,300,"5,400",3946,"対 エイリアン ゾンビ めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 遠方範囲攻撃（200～550）"
398-1,超激レア,風隼さくら,"6,750",4,12,"4,000",580,範囲,207,76,420,"4,200",3346,"対 メタルな敵 打たれ強い（被ダメ 1/4～1/5）
 対 メタルな敵 100％の確率で100～120F動きを遅くする
 対 メタルな敵 100％の確率で100～120F攻撃力50％に低下
 5％の確率でクリティカル
 無効（遅くする 攻撃力低下）"
398-2,超激レア,JK風隼さくら,"6,750",4,12,"4,000",580,範囲,207,76,420,"4,200",3346,"対 メタルな敵 打たれ強い（被ダメ 1/4～1/5）
 対 メタルな敵 100％の確率で100～120F動きを遅くする
 対 メタルな敵 100％の確率で100～120F攻撃力50％に低下
 5％の確率でクリティカル
 無効（遅くする 攻撃力低下）"
398-3,超激レア,天誅・風隼さくら,"6,750",4,12,"4,000",580,範囲,207,76,420,"4,200",3346,"対 メタルな敵 超打たれ強い
 （被ダメ 1/6～1/7）
 対 メタルな敵 100％の確率で100～120F動きを遅くする
 対 メタルな敵 100％の確率で100～120F攻撃力50％に低下
 5％の確率でクリティカル
 無効（遅くする 攻撃力低下）"
398-4,超激レア,天誅Z・風隼さくら,"8,000",4,12,"4,500",652,範囲,207,76,420,"4,200",3346,"対 メタルな敵 超打たれ強い
 （被ダメ 1/6～1/7）
 対 メタルな敵 100％の確率で130～156F動きを遅くする
 対 メタルな敵 100％の確率で130～156F攻撃力50％に低下
 8％の確率でクリティカル
 遠方範囲全方位攻撃（-100～470）
 無効（遅くする 攻撃力低下）"
399-1,EX,ハニトンくん,"1,500",2,9,165,150,単体,33,8,120,300,226,対 エイリアン めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
399-2,EX,ハニトンくん＆にゃんこ,"1,500",2,9,165,150,単体,33,8,120,300,226,対 エイリアン めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
400-1,レア,めんトリ,"1,350",3,8,37,111,単体,10,6,120,450,206,対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）
400-2,レア,めんトリCC,"1,350",3,8,37,111,単体,10,6,120,450,206,対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）
401-1,EX,イモウト,"1,200",2,8,250,125,単体,60,15,170,480,226,3％の確率でクリティカル
401-2,EX,イモウトCC,"1,200",2,8,250,125,単体,60,15,170,480,226,3％の確率でクリティカル
402-1,超激レア,雷の精霊ボルト,"2,750",3,15,"1,937",325,範囲,179,60,320,"1,125",496,"対 エイリアン 50％の確率で90～108F動きを止める
 無効（ワープ）"
402-2,超激レア,天雷の精霊ピカボルト,"6,500",3,20,"3,687",618,範囲,179,60,370,"3,825",2496,"対 エイリアン 打たれ強い（被ダメ 1/4～1/5）
 対 エイリアン 100％の確率で90～108F動きを止める
 100％の確率でバリアブレイク
 無効（ワープ）"
402-3,超激レア,天雷の精霊王ギガボルト,"8,000",3,20,"5,000",838,範囲,179,60,370,"3,825",2496,"対 エイリアン 打たれ強い（被ダメ 1/4～1/5）
 対 エイリアン 100％の確率で110～132F動きを止める
 100％の確率でバリアブレイク
 無効（ワープ）"
403-1,レア,ちびシンジ,"1,125",3,9,825,217,範囲,114,37,160,375,646,"3連続攻撃 275 275 275（37F 46F 55F）
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）"
403-2,レア,プラグスーツのちびシンジ,"1,125",3,9,825,217,範囲,114,37,160,375,646,"3連続攻撃 275 275 275（37F 46F 55F）
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）"
403-3,レア,黒プラグスーツのちびシンジ,"2,250",3,9,"1,236",325,範囲,114,37,160,375,646,"3連続攻撃 412 412 412（37F 46F 55F）
 対 エイリアン ゾンビ 打たれ強い（被ダメ 1/4～1/5）
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）"
404-1,EX,ネコゲンドウ＆ネコ冬月,"1,500",2,8,75,29,範囲,77,39,110,225,60,-
404-2,EX,月のネコゲンドウ＆ネコ冬月,"1,500",2,8,75,29,範囲,77,39,110,225,60,-
405-1,レア,ネコキリン初号機,"1,125",5,33,32,96,単体,10,6,150,750,60,50％の確率で1度だけ生き残る
405-2,レア,ネコキリン2号機,"1,125",5,33,32,96,単体,10,6,150,750,60,50％の確率で1度だけ生き残る
406-1,EX,ちびカヲル,"1,425",3,8,637,127,単体,151,48,175,450,746,"対 黒い敵 超ダメージ（与ダメ x3～4）
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）"
406-2,EX,プラグスーツのちびカヲル,"1,425",3,8,637,127,単体,151,48,175,450,746,"対 黒い敵 超ダメージ（与ダメ x3～4）
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）"
406-3,EX,月の少年ちびカヲル,"1,425",3,8,637,114,範囲,167,60,250,450,746,"対 黒い敵 超ダメージ（与ダメ x3～4）
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）"
407-1,レア,ネコレイ,"1,437",3,8,562,198,単体,85,28,190,615,216,"対 天使 超ダメージ（与ダメ x3～4）
 対 天使 打たれ強い（被ダメ 1/4～1/5）"
407-2,レア,ネコアヤナミレイ（仮称）,"1,437",3,8,562,198,単体,85,28,190,615,216,"対 天使 超ダメージ（与ダメ x3～4）
 対 天使 打たれ強い（被ダメ 1/4～1/5）"
408-1,レア,ネコアスカ,"1,500",3,9,650,199,単体,98,66,180,600,206,"対 赤い敵 超ダメージ（与ダメ x3～4）
 対 赤い敵 打たれ強い（被ダメ 1/4～1/5）"
408-2,レア,エプロンネコアスカ,"1,500",3,9,737,199,単体,111,66,180,600,206,"対 赤い敵 超ダメージ（与ダメ x3～4）
 対 赤い敵 打たれ強い（被ダメ 1/4～1/5）"
409-1,レア,ネコマリ,"1,350",3,8,600,155,単体,116,35,210,630,226,"対 浮いてる敵 超ダメージ（与ダメ x3～4）
 対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）"
409-2,レア,極秘入国ネコマリ,"1,350",3,8,400,158,単体,76,35,210,630,226,"対 浮いてる敵 超ダメージ（与ダメ x3～4）
 対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）"
410-1,激レア,ちびレイ,"3,625",3,8,"2,475",437,範囲,170,45,300,"1,170",546,"対 天使 50％の確率で200～240F攻撃力50％に低下
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）
 無効（攻撃力低下）"
410-2,激レア,プラグスーツのちびレイ,"3,625",3,8,"2,475",437,範囲,170,45,300,"1,170",546,"対 天使 50％の確率で200～240F攻撃力50％に低下
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）
 無効（攻撃力低下）"
410-3,激レア,再会のちびレイ,"4,000",3,8,"2,475",437,範囲,170,45,300,"1,170",546,"対 天使 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 天使 20％の確率で60F攻撃無効
 対 天使 50％の確率で200～240F攻撃力50％に低下
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）
 無効（攻撃力低下）"
411-1,激レア,ちびアスカ,"3,900",2,10,"1,950",406,範囲,144,39,315,"1,140",596,"対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）
 無効（遅くする）"
411-2,激レア,プラグスーツのちびアスカ,"3,900",2,10,"1,950",406,範囲,144,39,315,"1,140",596,"対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）
 無効（遅くする）"
411-3,激レア,眼帯のちびアスカ,"4,300",2,10,"2,200",458,範囲,144,39,315,"1,140",596,"対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 赤い敵 40％の確率でふっとばす
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）
 無効（遅くする）"
412-1,激レア,ちびマリ,"3,700",4,9,"1,650",396,範囲,125,36,325,"1,200",646,"対 浮いてる敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）
 無効（止める）"
412-2,激レア,プラグスーツのちびマリ,"3,700",4,9,"1,650",396,範囲,125,36,325,"1,200",646,"対 浮いてる敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）
 無効（止める）"
413-1,超激レア,エヴァ零号機,"18,750",2,11,"6,875",706,範囲,292,51,350,"4,425",5246,"対 浮いてる敵 天使 打たれ強い（被ダメ 1/4～1/5）
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）
 波動ストッパー"
413-2,超激レア,エヴァ零号機＆ネコ,"18,750",2,11,"6,875",706,範囲,292,51,350,"4,425",5246,"対 浮いてる敵 天使 打たれ強い（被ダメ 1/4～1/5）
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）
 波動ストッパー"
414-1,超激レア,エヴァ初号機,"11,500",4,8,"2,300",507,範囲,136,45,460,"4,470",4746,"対 エイリアン ゾンビ めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）
 100％の確率でバリアブレイク
 体力50％以下で攻撃力上昇（与ダメ x2）"
414-2,超激レア,エヴァ初号機＆ネコ,"11,500",4,8,"2,300",507,範囲,136,45,460,"4,470",4746,"対 エイリアン ゾンビ めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）
 100％の確率でバリアブレイク
 体力50％以下で攻撃力上昇（与ダメ x2）"
414-3,超激レア,決意のエヴァ初号機＆ネコ,"11,500",4,8,"2,300",507,範囲,136,45,460,"4,470",4746,"対 エイリアン ゾンビ めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）
 100％の確率でバリアブレイク
 30％の確率でLv1小烈波（20F 射程 400～700 与ダメ x0.2）
 体力50％以下で攻撃力上昇（与ダメ x2.5）
 100％の確率で1度だけ生き残る"
415-1,超激レア,エヴァ2号機,"9,750",3,15,"5,500",668,範囲,247,76,400,"4,500",4246,"対 赤い敵 超ダメージ（与ダメ x3～4）
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）
 遠方範囲攻撃（200～650）"
415-2,超激レア,エヴァ2号機＆ネコ,"9,750",3,15,"5,500",668,範囲,247,76,400,"4,500",4246,"対 赤い敵 超ダメージ（与ダメ x3～4）
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）
 遠方範囲攻撃（200～650）"
415-3,超激レア,エヴァ改2号機コード777,"9,750",3,15,"5,500",668,範囲,247,61,400,"4,500",4246,"対 赤い敵 超ダメージ（与ダメ x3～4）
 対 使徒 使徒キラー（与ダメ x5 被ダメ 1/5）
 体力33％以下で攻撃力上昇（与ダメ x2）
 遠方範囲攻撃（200～650）"
416-1,超激レア,ネコシンジ,"14,250",2,9,"5,625",848,範囲,199,60,240,"3,000",1746,"対 黒い敵 メタルな敵 30％の確率でふっとばす
 100％の確率でLv2波動（射程 532.5）"
416-2,超激レア,ネコトウジ＆ネコケンスケ,"14,250",2,9,"5,625",848,範囲,199,60,240,"3,000",1746,"対 黒い敵 メタルな敵 30％の確率でふっとばす
 100％の確率でLv2波動（射程 532.5）"
417-1,超激レア,ゼロムーンオペレーターズ,"6,250",4,7,"6,250",677,範囲,277,98,450,"4,875",4146,"対 赤い敵 ゾンビ 100％の確率で110～132F動きを遅くする
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）"
417-2,超激レア,ファーストムーンネルフ,"6,250",4,7,"6,250",677,範囲,277,98,450,"4,875",4146,"対 赤い敵 ゾンビ 100％の確率で110～132F動きを遅くする
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）"
418-1,超激レア,温泉天国テルマエ,"12,500",5,4,"5,250",804,範囲,196,59,425,"4,650",5246,"3連続攻撃 1,750 1,750 1,750（59F 75F 123F）
 対 ゾンビ めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 ゾンビ 100％の確率で30～36F動きを止める
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 遠方範囲全方位攻撃（-675～425）"
418-2,超激レア,地底戦隊グランドン,"12,500",5,4,"5,250",804,範囲,196,59,425,"4,650",5246,"3連続攻撃 1,750 1,750 1,750（59F 75F 123F）
 対 ゾンビ めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 ゾンビ 100％の確率で30～36F動きを止める
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 遠方範囲全方位攻撃（-675～425）"
418-3,超激レア,超地底戦隊グランドン,"12,500",5,4,"5,775",884,範囲,196,59,425,"4,650",5246,"3連続攻撃 1,925 1,925 1,925（59F 75F 123F）
 対 ゾンビ めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 ゾンビ 100％の確率で30～36F動きを止める
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 遠方範囲全方位攻撃（-675～425）"
419-1,EX,狂乱のもねこ,"2,500",4,10,"1,125",186,単体,181,4,210,148,1078,"3連続攻撃 375 375 375（4F 19F 139F）※3撃目のみ他特性付加
 100％の確率でクリティカル"
419-2,EX,狂乱のスターもねこ,"3,750",4,10,"1,500",249,単体,181,4,210,148,1078,"3連続攻撃 500 500 500（4F 19F 139F）※3撃目のみ他特性付加
 100％の確率でクリティカル"
420-1,レア,ポコタ,"1,125",3,9,400,78,単体,154,52,375,675,276,2連続攻撃 200 200（52F 57F）
420-2,レア,ポコタCC,"1,125",3,9,400,78,単体,154,52,375,675,276,2連続攻撃 200 200（52F 57F）
421-1,レア,オビス,"2,000",2,7,275,102,単体,81,27,175,540,186,対 赤い敵 打たれ強い（被ダメ 1/4～1/5）
421-2,レア,オビスCC,"2,000",2,7,275,102,単体,81,27,175,540,186,対 赤い敵 打たれ強い（被ダメ 1/4～1/5）
422-1,レア,ココ,"1,050",3,8,125,39,単体,97,50,300,555,346,対 黒い敵 50％の確率で200～240F攻撃力50％に低下
422-2,レア,ココCC,"1,050",3,8,125,39,単体,97,50,300,555,346,対 黒い敵 50％の確率で200～240F攻撃力50％に低下
423-1,レア,太秦萌＆ネコ,"1,062",3,10,437,64,範囲,205,56,375,600,546,遠方範囲攻撃（300～425）
423-2,レア,太秦萌＆ネコCC,"1,062",3,10,437,64,範囲,205,56,375,600,546,遠方範囲攻撃（300～425）
424-1,レア,松賀咲＆ネコ,"1,200",4,16,200,32,単体,190,55,260,480,466,対 赤い敵 100％の確率で150～180F攻撃力50％に低下
424-2,レア,松賀咲＆ネコCC,"1,200",4,16,200,32,単体,190,55,260,480,466,対 赤い敵 100％の確率で150～180F攻撃力50％に低下
425-1,レア,小野ミサ＆ネコ,"1,000",3,8,250,28,単体,264,39,310,540,506,対 浮いてる敵 100％の確率で200～240F攻撃力50％に低下
425-2,レア,小野ミサ＆ネコCC,"1,000",3,8,250,28,単体,264,39,310,540,506,対 浮いてる敵 100％の確率で200～240F攻撃力50％に低下
426-1,EX,太秦麗＆ネコ,750,3,9,90,7,単体,383,68,300,450,946,100％の確率でクリティカル
426-2,EX,太秦麗＆ネコCC,750,3,9,90,10,単体,283,68,300,450,946,100％の確率でクリティカル
427-1,EX,ぶんぶんネコライダー,"8,000",2,23,"1,000",938,範囲,32,20,190,"3,600",2546,-
427-2,EX,ぶんぶんロボライダー,"8,000",2,23,"1,000",968,範囲,31,20,190,"3,600",2546,-
427-3,EX,ぶんぶんネコライダーL,"10,000",2,23,"1,250","1,136",範囲,33,20,190,"3,600",2546,"対 古代種 めっぽう強い（与ダメ x1.5 被ダメ 1/2）
 無効（古代の呪い）"
428-1,超激レア,ネコクエスト,"3,500",3,15,"2,500",277,範囲,271,63,350,"3,450",2146,"対 赤い敵 黒い敵 浮いてる敵 100％の確率で120～144F攻撃力50％に低下
 3％の確率でクリティカル
 遠方範囲攻撃（200～500）"
428-2,超激レア,ネコクエストXI,"5,250",3,15,"3,750",415,範囲,271,63,350,"3,450",2146,"対 赤い敵 黒い敵 浮いてる敵 100％の確率で120～144F攻撃力50％に低下
 3％の確率でクリティカル
 遠方範囲攻撃（200～575）"
428-3,超激レア,ネコクエストXI-2,"10,500",3,15,"3,750",428,範囲,263,63,350,"3,450",2146,"対 赤い敵 黒い敵 浮いてる敵 古代種 100％の確率で150～180F攻撃力50％に低下
 3％の確率でクリティカル
 遠方範囲攻撃（200～575）
 無効（古代の呪い）"
429-1,レア,そうまにゃん,"1,800",3,10,500,107,単体,140,41,300,600,498,100％の確率でLv3波動（射程 732.5）
429-2,レア,スマートそうまにゃん,"1,800",3,10,500,107,単体,140,41,300,600,498,100％の確率でLv3波動（射程 732.5）
430-1,激レア,オタネコギーク,500,1,4,"1,000",124,単体,241,72,"1,000","3,750",4746,"対 全敵（メタル 無 魔 使 除く） 100％の確率で80～96F攻撃力50％に低下
 遠方攻撃（800～1200）"
430-2,激レア,ギークネコハッカー,500,1,4,"1,000",124,範囲,241,72,"1,000","3,750",4746,"対 全敵（メタル 無 魔 使 除く） 100％の確率で80～96F攻撃力50％に低下
 遠方範囲攻撃（800～1200）"
431-1,超激レア,ぐでネコマシン,"20,000",1,9,"10,000","1,408",範囲,213,92,190,"3,450",2146,"対 浮いてる敵 メタルな敵 打たれ強い（被ダメ 1/4～1/5）
 対 浮いてる敵 メタルな敵 100％の確率で120～144F動きを止める"
431-2,超激レア,ぐでネコマシン・卵,"20,000",1,9,"10,000","1,408",範囲,213,92,190,"3,450",2146,"対 浮いてる敵 メタルな敵 打たれ強い（被ダメ 1/4～1/5）
 対 浮いてる敵 メタルな敵 100％の確率で120～144F動きを止める"
432-1,超激レア,亡者探偵ヴィグラー,"7,000",6,15,"4,500",431,範囲,313,120,360,"4,410",2946,"対 浮いてる敵 エイリアン 50％の確率で150～180F動きを止める
 100％の確率でLv3波動（射程 732.5）"
432-2,超激レア,魔界探偵グラヴィー,"7,000",6,15,"4,500",431,範囲,313,120,360,"4,410",2946,"対 エイリアン ゾンビ 50％の確率で150～180F動きを止める
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 100％の確率でLv3波動（射程 732.5）"
432-3,超激レア,魔神探偵グラヴィティー,"7,000",6,15,"4,500",464,範囲,291,100,360,"4,410",2946,"対 ゾンビ めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 ゾンビ 100％の確率で150～180F動きを止める
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 100％の確率でLv3波動（射程 732.5）"
435-1,EX,白にゃんこ剣士,875,1,8,25,13,単体,58,11,110,150,60,対 ゾンビ 打たれ強い（被ダメ 1/4～1/5）
435-2,EX,黒にゃんこ剣士,875,1,8,25,13,単体,58,11,110,150,60,対 ゾンビ 打たれ強い（被ダメ 1/4～1/5）
436-1,超激レア,ちびネコヴァルキリー,"5,250",2,32,"7,250","1,686",範囲,129,36,345,"4,200",1546,"対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 30％の確率でバリアブレイク
 無効（波動 ふっとばす 止める 遅くする 攻撃力低下 ワープ 古代の呪い）"
436-2,超激レア,ちびネコヴァルキリー・華,"5,250",2,32,"7,250","1,686",範囲,129,36,345,"4,200",1546,"対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 30％の確率でバリアブレイク
 無効（波動 ふっとばす 止める 遅くする 攻撃力低下 ワープ 古代の呪い）"
437-1,超激レア,ノビルガ,"1,250",5,4,375,137,単体,82,13,140,"4,500",746,-
437-2,超激レア,ノビランパサラン,"4,500",1,4,"6,000",420,範囲,429,47,500,"4,500",9746,"2連続攻撃 3,000 3,000（47F 158F）
 遠方範囲攻撃（400～1000）
 無効（波動 ふっとばす 止める 遅くする 攻撃力低下 ワープ 古代の呪い）"
437-3,超激レア,ノビランターバン,"4,500",1,4,"6,000",420,範囲,429,47,500,"2,250",5746,"2連続攻撃 3,000 3,000（47F 158F）
 遠方範囲攻撃（400～1000）
 無効（波動 ふっとばす 止める 遅くする 攻撃力低下 ワープ 古代の呪い）"
438-1,EX,激・神さま,"3,750",1,3,"7,650",205,範囲,1119,90,350,"3,333",8634,"3連続攻撃 75 75 7,500（90F 150F 300F）※1・2撃目のみ他特性付加
 対 全敵（メタル 無 魔 使 除く） 100％の確率でふっとばす
 遠方範囲全方位攻撃（-850～850）"
438-2,EX,超・神さま,"3,750",1,3,"7,650",205,範囲,1119,90,350,"3,333",8634,"3連続攻撃 75 75 7,500（90F 150F 300F）※1・2撃目のみ他特性付加
 対 全敵（メタル 無 魔 使 除く） 100％の確率でふっとばす
 遠方範囲全方位攻撃（-850～850）"
438-3,EX,超・神さまゴールデン,"3,787",1,3,"7,650",205,範囲,1119,90,350,"3,333",8634,"3連続攻撃 75 75 7,500（90F 150F 300F）※1・2撃目のみ他特性付加
 対 全敵（メタル 無 魔 使 除く） 100％の確率でふっとばす
 撃破時お金x2
 遠方範囲全方位攻撃（-850～850）"
439-1,超激レア,灼熱のビーチクウ,"4,500",5,12,"5,000",456,範囲,329,60,400,"4,200",3946,"対 浮いてる敵 ゾンビ めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）"
439-2,超激レア,灼熱のビーチクウγ,"8,250",5,12,"7,000",638,範囲,329,60,400,"4,200",3946,"対 浮いてる敵 ゾンビ めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）"
440-1,超激レア,時空神クロノス,"5,000",3,8,"4,000",388,範囲,309,20,450,"4,050",3746,"3連続攻撃 875 1,250 1,875（20F 80F 140F）
 対 全敵（白 無 魔 使 除く） 100％の確率で30～36F動きを止める
 遠方範囲攻撃（300～700）
 無効（止める）"
440-2,超激レア,クロノストリガー,"6,750",3,8,"5,225",507,範囲,309,20,450,"4,050",3746,"3連続攻撃 1,100 1,650 2,475（20F 80F 140F）
 対 全敵（白 無 魔 使 除く） 100％の確率で30～36F動きを止める
 遠方範囲攻撃（300～700）
 無効（止める）"
440-3,超激レア,Gクロノストリガー,"7,500",3,8,"5,747",558,範囲,309,20,450,"4,050",3746,"3連続攻撃 1,210 1,815 2,722（20F 80F 140F）
 対 全敵（白 無 魔 使 除く） 100％の確率で30～36F動きを止める
 遠方範囲攻撃（300～700）
 無効（止める ワープ）"
441-1,超激レア,ベベ,"2,600",4,9,"1,275",308,範囲,124,25,350,"1,200",546,"対 エイリアン ゾンビ 100％の確率で60～72F攻撃力50％に低下
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 対 魔女 魔女キラー（与ダメ x5 被ダメ 1/10）
 無効（ワープ）"
441-2,超激レア,なぎさ&ネコ,"6,300",6,12,"5,100",754,範囲,203,72,450,"3,900",2946,"対 エイリアン ゾンビ 100％の確率で180～216F攻撃力50％に低下
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 対 魔女 魔女キラー（与ダメ x5 被ダメ 1/10）
 無効（ワープ）"
442-1,超激レア,影傑ダークダルターニャ,"9,000",5,24,"2,000",496,範囲,121,45,340,"4,350",2746,"対 白い敵 超ダメージ（与ダメ x3）
 体力60％以下で攻撃力上昇（与ダメ x2）
 遠方範囲攻撃（200～550）
 無効（波動 ワープ）"
442-2,超激レア,黒傑ダークダルターニャ,"13,500",5,30,"2,750",743,範囲,111,35,340,"4,350",2746,"対 白い敵 超ダメージ（与ダメ x3）
 体力60％以下で攻撃力上昇（与ダメ x2）
 遠方範囲攻撃（200～550）
 無効（波動 ワープ）"
443-1,レア,子連れにゃんこ,"1,500",1,15,500,107,単体,140,23,300,810,1186,"対 白い敵 打たれ強い（被ダメ 1/4）
 対 白い敵 100％の確率でふっとばす
 対 白い敵 100％の確率で30F動きを止める
 無効（ふっとばす 止める 遅くする 攻撃力低下 ワープ）"
443-2,レア,ネコワゴンサービス,"2,000",1,15,750,161,単体,140,23,300,810,1186,"対 白い敵 打たれ強い（被ダメ 1/4）
 対 白い敵 100％の確率でふっとばす
 対 白い敵 100％の確率で30F動きを止める
 無効（ふっとばす 止める 遅くする 攻撃力低下 ワープ）"
443-3,レア,ネコバケーション,"2,500",1,15,750,161,単体,140,23,300,810,1186,"対 白い敵 打たれ強い（被ダメ 1/4）
 対 白い敵 100％の確率でふっとばす
 対 白い敵 100％の確率で60F動きを止める
 無効（ふっとばす 止める 遅くする 攻撃力低下 ワープ）"
444-1,激レア,戦隊ドリラ,900,3,10,800,131,単体,183,16,460,"1,200",2146,"対 白い敵 100％の確率で90F攻撃力10％に低下
 遠方攻撃（350～650）"
444-2,激レア,戦隊パワードリラ,"1,125",3,10,"1,000",164,単体,183,16,460,"1,200",2146,"対 白い敵 100％の確率で90F攻撃力10％に低下
 遠方攻撃（350～650）"
444-3,激レア,シン・パワードリラ,"1,125",3,10,"1,000",291,単体,103,16,460,"1,200",2146,"対 白い敵 めっぽう強い（与ダメ x1.5 被ダメ 1/2）
 対 白い敵 100％の確率で90F攻撃力10％に低下
 遠方攻撃（350～650）"
445-1,激レア,戦隊ウチコンガ,"1,300",2,6,"1,575",197,範囲,240,67,300,"1,500",1746,"3連続攻撃 525 525 525（67F 92F 117F）
 対 ゾンビ 打たれ強い（被ダメ 1/4～1/5）
 対 ゾンビ 100％の確率でふっとばす
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 遠方範囲全方位攻撃（-600～300）"
445-2,激レア,戦隊パワーウチコンガ,"1,650",2,6,"2,100",263,範囲,240,67,300,"1,500",1746,"3連続攻撃 700 700 700（67F 92F 117F）
 対 ゾンビ 打たれ強い（被ダメ 1/4～1/5）
 対 ゾンビ 100％の確率でふっとばす
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 遠方範囲全方位攻撃（-600～300）"
445-3,激レア,シン・パワーウチコンガ,"1,650",2,6,"2,625",328,範囲,240,67,300,"1,500",1246,"3連続攻撃 875 875 875（67F 92F 117F）
 対 ゾンビ 打たれ強い（被ダメ 1/4～1/5）
 対 ゾンビ 100％の確率でふっとばす
 対 ゾンビ ゾンビキラー（撃破時蘇生無効）
 遠方範囲全方位攻撃（-600～300）"
446-1,激レア,戦隊チョキンドス,600,1,50,500,124,範囲,121,1,170,750,1246,"対 赤い敵 超ダメージ（与ダメ x3～4）
 体力1％以下で攻撃力上昇（与ダメ x5）
 100％の確率で1度だけ生き残る
 無効（攻撃力低下）"
446-2,激レア,戦隊パワーチョキンドス,750,1,50,625,155,範囲,121,1,170,750,1246,"対 赤い敵 超ダメージ（与ダメ x3～4）
 体力1％以下で攻撃力上昇（与ダメ x5）
 100％の確率で1度だけ生き残る
 無効（攻撃力低下）"
